state_id,domain,entity_id,state,attributes,event_id,last_changed,last_updated,created,old_state_id
239622,sensor,sensor.xiaomiht_temp,29.84,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",250334,2021-07-07 20:16:25.507284,2021-07-07 20:16:25.507284,2021-07-07 20:16:25.507284,
239623,sensor,sensor.xiaomiht_humi,83.5,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",250335,2021-07-07 20:16:25.508019,2021-07-07 20:16:25.508019,2021-07-07 20:16:25.508019,
239860,sensor,sensor.sonoffht_humi,86.36,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",250588,2021-07-07 20:39:26.752361,2021-07-07 20:39:26.752361,2021-07-07 20:39:26.752361,
239867,sensor,sensor.sonoffht_temp,29.97,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",250597,2021-07-07 20:39:43.475842,2021-07-07 20:39:43.475842,2021-07-07 20:39:43.475842,
239876,sensor,sensor.sonoffht_humi,84.99,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",250606,2021-07-07 20:39:56.796520,2021-07-07 20:39:56.796520,2021-07-07 20:39:56.796520,239860.0
239880,sensor,sensor.sonoffht_humi,86.36,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",250610,2021-07-07 20:40:26.861851,2021-07-07 20:40:26.861851,2021-07-07 20:40:26.861851,239876.0
239888,sensor,sensor.sonoffht_humi,85.28,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",250618,2021-07-07 20:40:58.150382,2021-07-07 20:40:58.150382,2021-07-07 20:40:58.150382,239880.0
240186,sensor,sensor.xiaomiht_temp,29.87,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",250946,2021-07-07 21:14:54.197501,2021-07-07 21:14:54.197501,2021-07-07 21:14:54.197501,239622.0
240187,sensor,sensor.xiaomiht_humi,83.54,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",250947,2021-07-07 21:14:54.198185,2021-07-07 21:14:54.198185,2021-07-07 21:14:54.198185,239623.0
240428,sensor,sensor.sonoffht_temp,29.85,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",251206,2021-07-07 21:39:44.396320,2021-07-07 21:39:44.396320,2021-07-07 21:39:44.396320,239867.0
240457,sensor,sensor.sonoffht_humi,86.21,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",251235,2021-07-07 21:40:57.799986,2021-07-07 21:40:57.799986,2021-07-07 21:40:57.799986,239888.0
240703,sensor,sensor.xiaomiht_temp,29.96,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",251499,2021-07-07 22:07:31.493929,2021-07-07 22:07:31.493929,2021-07-07 22:07:31.493929,240186.0
240704,sensor,sensor.xiaomiht_humi,83.84,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",251500,2021-07-07 22:07:31.494619,2021-07-07 22:07:31.494619,2021-07-07 22:07:31.494619,240187.0
241035,sensor,sensor.sonoffht_temp,29.76,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",251855,2021-07-07 22:39:45.003792,2021-07-07 22:39:45.003792,2021-07-07 22:39:45.003792,240428.0
241058,sensor,sensor.sonoffht_humi,86.7,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",251878,2021-07-07 22:40:58.427237,2021-07-07 22:40:58.427237,2021-07-07 22:40:58.427237,240457.0
241252,sensor,sensor.xiaomiht_humi,83.94,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",252082,2021-07-07 22:59:28.649551,2021-07-07 22:59:28.649551,2021-07-07 22:59:28.649551,240704.0
241462,switch,switch.airpurifier,off,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",252314,2021-07-07 23:18:24.707856,2021-07-07 23:18:24.707856,2021-07-07 23:18:24.707856,
241681,sensor,sensor.sonoffht_temp,29.7,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",252547,2021-07-07 23:39:45.730610,2021-07-07 23:39:45.730610,2021-07-07 23:39:45.730610,241035.0
241703,sensor,sensor.sonoffht_humi,87.19,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",252571,2021-07-07 23:40:59.094473,2021-07-07 23:40:59.094473,2021-07-07 23:40:59.094473,241058.0
241766,switch,switch.airpurifier,unavailable,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",252638,2021-07-07 23:45:42.413582,2021-07-07 23:45:42.413582,2021-07-07 23:45:42.413582,241462.0
241805,switch,switch.airpurifier,off,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",252684,2021-07-07 23:48:46.477862,2021-07-07 23:48:46.477862,2021-07-07 23:48:46.477862,241766.0
241862,sensor,sensor.xiaomiht_temp,29.89,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",252744,2021-07-07 23:54:06.375333,2021-07-07 23:54:06.375333,2021-07-07 23:54:06.375333,240703.0
241863,sensor,sensor.xiaomiht_humi,84.44,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",252745,2021-07-07 23:54:06.375989,2021-07-07 23:54:06.375989,2021-07-07 23:54:06.375989,241252.0
242081,sensor,sensor.sonoffht_humi,88.22,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",252979,2021-07-08 00:14:59.947231,2021-07-08 00:14:59.947231,2021-07-08 00:14:59.947231,241703.0
242208,sensor,sensor.sonoffht_humi,87.14,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",253114,2021-07-08 00:26:21.172028,2021-07-08 00:26:21.172028,2021-07-08 00:26:21.172028,242081.0
242339,sensor,sensor.sonoffht_temp,29.4,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",253253,2021-07-08 00:39:46.398240,2021-07-08 00:39:46.398240,2021-07-08 00:39:46.398240,241681.0
242403,sensor,sensor.xiaomiht_temp,29.91,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",253321,2021-07-08 00:44:53.315175,2021-07-08 00:44:53.315175,2021-07-08 00:44:53.315175,241862.0
242404,sensor,sensor.xiaomiht_humi,84.39,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",253322,2021-07-08 00:44:53.316040,2021-07-08 00:44:53.316040,2021-07-08 00:44:53.316040,241863.0
242757,switch,switch.br3walllight,on,"{""friendly_name"": ""Light"", ""icon"": ""mdi:ceiling-light""}",253707,2021-07-08 01:20:14.967531,2021-07-08 01:20:14.967531,2021-07-08 01:20:14.967531,
242940,sensor,sensor.sonoffht_temp,29.64,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",253904,2021-07-08 01:39:47.115225,2021-07-08 01:39:47.115225,2021-07-08 01:39:47.115225,242339.0
242952,sensor,sensor.xiaomiht_temp,29.88,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",253916,2021-07-08 01:40:01.100512,2021-07-08 01:40:01.100512,2021-07-08 01:40:01.100512,242403.0
242953,sensor,sensor.xiaomiht_humi,84.44,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",253917,2021-07-08 01:40:01.101152,2021-07-08 01:40:01.101152,2021-07-08 01:40:01.101152,242404.0
242958,sensor,sensor.sonoffht_humi,88.18,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",253922,2021-07-08 01:40:55.721168,2021-07-08 01:40:55.721168,2021-07-08 01:40:55.721168,242208.0
243083,switch,switch.br3wallfan,off,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",254055,2021-07-08 01:51:04.131853,2021-07-08 01:51:04.131853,2021-07-08 01:51:04.131853,
243085,switch,switch.br3walllight,off,"{""friendly_name"": ""Light"", ""icon"": ""mdi:ceiling-light""}",254061,2021-07-08 01:51:04.604791,2021-07-08 01:51:04.604791,2021-07-08 01:51:04.604791,242757.0
243241,sensor,sensor.sonoffht_humi,87,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",254230,2021-07-08 02:04:58.277192,2021-07-08 02:04:58.277192,2021-07-08 02:04:58.277192,242958.0
243285,sensor,sensor.sonoffht_humi,88.08,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",254276,2021-07-08 02:09:18.733780,2021-07-08 02:09:18.733780,2021-07-08 02:09:18.733780,243241.0
243629,sensor,sensor.sonoffht_humi,87.05,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",254638,2021-07-08 02:31:32.327264,2021-07-08 02:31:32.327264,2021-07-08 02:31:32.327264,243285.0
243659,sensor,sensor.xiaomiht_temp,29.95,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",254670,2021-07-08 02:34:13.843506,2021-07-08 02:34:13.843506,2021-07-08 02:34:13.843506,242952.0
243660,sensor,sensor.xiaomiht_humi,83.21,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",254671,2021-07-08 02:34:13.844375,2021-07-08 02:34:13.844375,2021-07-08 02:34:13.844375,242953.0
243715,sensor,sensor.sonoffht_temp,29.91,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",254728,2021-07-08 02:39:47.718470,2021-07-08 02:39:47.718470,2021-07-08 02:39:47.718470,242940.0
243739,sensor,sensor.sonoffht_humi,88.14,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",254754,2021-07-08 02:41:12.117320,2021-07-08 02:41:12.117320,2021-07-08 02:41:12.117320,243629.0
243846,sensor,sensor.sonoffht_humi,87.05,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",254870,2021-07-08 02:48:43.101305,2021-07-08 02:48:43.101305,2021-07-08 02:48:43.101305,243739.0
244077,switch,switch.br3wallfan,on,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",255121,2021-07-08 03:00:54.429501,2021-07-08 03:00:54.429501,2021-07-08 03:00:54.429501,243083.0
244079,switch,switch.airpurifier,on,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",255126,2021-07-08 03:00:54.527605,2021-07-08 03:00:54.527605,2021-07-08 03:00:54.527605,241805.0
244468,sensor,sensor.xiaomiht_temp,29.98,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",255543,2021-07-08 03:33:37.532088,2021-07-08 03:33:37.532088,2021-07-08 03:33:37.532088,243659.0
244469,sensor,sensor.xiaomiht_humi,82.01,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",255544,2021-07-08 03:33:37.532940,2021-07-08 03:33:37.532940,2021-07-08 03:33:37.532940,243660.0
244533,sensor,sensor.sonoffht_temp,30.26,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",255610,2021-07-08 03:39:48.279619,2021-07-08 03:39:48.279619,2021-07-08 03:39:48.279619,243715.0
244643,sensor,sensor.sonoffht_humi,85.73,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",255730,2021-07-08 03:47:49.255683,2021-07-08 03:47:49.255683,2021-07-08 03:47:49.255683,243846.0
244790,switch,switch.br3wallfan,off,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",255883,2021-07-08 03:56:02.215254,2021-07-08 03:56:02.215254,2021-07-08 03:56:02.215254,244077.0
244792,switch,switch.airpurifier,off,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",255889,2021-07-08 03:56:02.333083,2021-07-08 03:56:02.333083,2021-07-08 03:56:02.333083,244079.0
244896,switch,switch.br3wallfan,on,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",255996,2021-07-08 04:02:22.853548,2021-07-08 04:02:22.853548,2021-07-08 04:02:22.853548,244790.0
244898,switch,switch.br3walllight,on,"{""friendly_name"": ""Light"", ""icon"": ""mdi:ceiling-light""}",256001,2021-07-08 04:02:22.928221,2021-07-08 04:02:22.928221,2021-07-08 04:02:22.928221,243085.0
244899,switch,switch.airpurifier,on,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",256002,2021-07-08 04:02:22.960752,2021-07-08 04:02:22.960752,2021-07-08 04:02:22.960752,244792.0
245299,sensor,sensor.sonoffht_humi,84.66,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",256424,2021-07-08 04:27:03.613985,2021-07-08 04:27:03.613985,2021-07-08 04:27:03.613985,244643.0
245323,sensor,sensor.xiaomiht_temp,30.15,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",256450,2021-07-08 04:28:35.292198,2021-07-08 04:28:35.292198,2021-07-08 04:28:35.292198,244468.0
245324,sensor,sensor.xiaomiht_humi,82.28,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",256451,2021-07-08 04:28:35.292937,2021-07-08 04:28:35.292937,2021-07-08 04:28:35.292937,244469.0
245417,sensor,sensor.xiaomiht_temp,30.24,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",256550,2021-07-08 04:37:23.324828,2021-07-08 04:37:23.324828,2021-07-08 04:37:23.324828,245323.0
245418,sensor,sensor.xiaomiht_humi,82.02,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",256551,2021-07-08 04:37:23.325588,2021-07-08 04:37:23.325588,2021-07-08 04:37:23.325588,245324.0
245440,sensor,sensor.sonoffht_temp,30.58,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",256575,2021-07-08 04:39:49.134804,2021-07-08 04:39:49.134804,2021-07-08 04:39:49.134804,244533.0
245939,sensor,sensor.xiaomiht_temp,30.31,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",257112,2021-07-08 05:24:58.675979,2021-07-08 05:24:58.675979,2021-07-08 05:24:58.675979,245417.0
245940,sensor,sensor.xiaomiht_humi,83.32,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",257113,2021-07-08 05:24:58.676832,2021-07-08 05:24:58.676832,2021-07-08 05:24:58.676832,245418.0
245962,sensor,sensor.sonoffht_humi,85.16,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",257137,2021-07-08 05:27:05.158136,2021-07-08 05:27:05.158136,2021-07-08 05:27:05.158136,245299.0
246090,sensor,sensor.sonoffht_temp,30.98,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",257273,2021-07-08 05:39:49.851904,2021-07-08 05:39:49.851904,2021-07-08 05:39:49.851904,245440.0
246295,sensor,sensor.sonoffht_humi,84.13,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",257492,2021-07-08 05:59:03.497339,2021-07-08 05:59:03.497339,2021-07-08 05:59:03.497339,245962.0
246296,switch,switch.br3wallfan,off,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",257493,2021-07-08 05:59:50.838274,2021-07-08 05:59:50.838274,2021-07-08 05:59:50.838274,244896.0
246299,switch,switch.airpurifier,off,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",257499,2021-07-08 05:59:51.010997,2021-07-08 05:59:51.010997,2021-07-08 05:59:51.010997,244899.0
246300,switch,switch.br3walllight,off,"{""friendly_name"": ""Light"", ""icon"": ""mdi:ceiling-light""}",257500,2021-07-08 05:59:51.188478,2021-07-08 05:59:51.188478,2021-07-08 05:59:51.188478,244898.0
246606,sensor,sensor.xiaomiht_temp,30.29,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",257827,2021-07-08 06:24:18.804685,2021-07-08 06:24:18.804685,2021-07-08 06:24:18.804685,245939.0
246607,sensor,sensor.xiaomiht_humi,82.61,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",257828,2021-07-08 06:24:18.805292,2021-07-08 06:24:18.805292,2021-07-08 06:24:18.805292,245940.0
246661,switch,switch.br3wallfan,on,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",257882,2021-07-08 06:28:25.147640,2021-07-08 06:28:25.147640,2021-07-08 06:28:25.147640,246296.0
246663,switch,switch.airpurifier,on,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",257887,2021-07-08 06:28:25.284885,2021-07-08 06:28:25.284885,2021-07-08 06:28:25.284885,246299.0
246821,sensor,sensor.sonoffht_temp,31.34,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",258054,2021-07-08 06:39:50.626415,2021-07-08 06:39:50.626415,2021-07-08 06:39:50.626415,246090.0
246985,switch,switch.br3walllight,on,"{""friendly_name"": ""Light"", ""icon"": ""mdi:ceiling-light""}",258224,2021-07-08 06:47:09.330900,2021-07-08 06:47:09.330900,2021-07-08 06:47:09.330900,246300.0
247031,switch,switch.br3walllight,off,"{""friendly_name"": ""Light"", ""icon"": ""mdi:ceiling-light""}",258272,2021-07-08 06:49:28.387263,2021-07-08 06:49:28.387263,2021-07-08 06:49:28.387263,246985.0
247200,sensor,sensor.sonoffht_humi,82.58,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",258447,2021-07-08 06:57:09.811220,2021-07-08 06:57:09.811220,2021-07-08 06:57:09.811220,246295.0
247660,sensor,sensor.sonoffht_humi,81.26,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",258933,2021-07-08 07:23:00.839542,2021-07-08 07:23:00.839542,2021-07-08 07:23:00.839542,247200.0
247661,sensor,sensor.sonoffht_humi,82.54,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",258934,2021-07-08 07:23:00.845958,2021-07-08 07:23:00.845958,2021-07-08 07:23:00.845958,247660.0
247673,sensor,sensor.sonoffht_humi,81.36,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",258947,2021-07-08 07:23:45.203542,2021-07-08 07:23:45.203542,2021-07-08 07:23:45.203542,247661.0
247681,sensor,sensor.xiaomiht_temp,30.45,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",258955,2021-07-08 07:24:01.046428,2021-07-08 07:24:01.046428,2021-07-08 07:24:01.046428,246606.0
247682,sensor,sensor.xiaomiht_humi,83.84,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",258956,2021-07-08 07:24:01.047276,2021-07-08 07:24:01.047276,2021-07-08 07:24:01.047276,246607.0
247685,sensor,sensor.sonoffht_humi,82.54,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",258959,2021-07-08 07:24:12.743044,2021-07-08 07:24:12.743044,2021-07-08 07:24:12.743044,247673.0
247686,switch,switch.br3wallfan,off,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",258960,2021-07-08 07:24:45.652019,2021-07-08 07:24:45.652019,2021-07-08 07:24:45.652019,246661.0
247688,switch,switch.airpurifier,off,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",258966,2021-07-08 07:24:45.841055,2021-07-08 07:24:45.841055,2021-07-08 07:24:45.841055,246663.0
247731,sensor,sensor.sonoffht_humi,81.26,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259010,2021-07-08 07:27:34.535131,2021-07-08 07:27:34.535131,2021-07-08 07:27:34.535131,247685.0
247762,sensor,sensor.sonoffht_humi,82.74,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259043,2021-07-08 07:29:13.341507,2021-07-08 07:29:13.341507,2021-07-08 07:29:13.341507,247731.0
247763,sensor,sensor.sonoffht_humi,81.56,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259044,2021-07-08 07:29:55.892238,2021-07-08 07:29:55.892238,2021-07-08 07:29:55.892238,247762.0
247819,sensor,sensor.sonoffht_temp,31.86,"{""unit_of_measurement"": ""C"", ""friendly_name"": ""Temperature"", ""device_class"": ""temperature""}",259102,2021-07-08 07:33:23.761058,2021-07-08 07:33:23.761058,2021-07-08 07:33:23.761058,246821.0
247912,sensor,sensor.sonoffht_humi,82.64,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259199,2021-07-08 07:39:04.381987,2021-07-08 07:39:04.381987,2021-07-08 07:39:04.381987,247763.0
247913,sensor,sensor.sonoffht_humi,81.26,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259202,2021-07-08 07:39:54.477763,2021-07-08 07:39:54.477763,2021-07-08 07:39:54.477763,247912.0
247925,sensor,sensor.sonoffht_humi,82.54,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259214,2021-07-08 07:40:24.478753,2021-07-08 07:40:24.478753,2021-07-08 07:40:24.478753,247913.0
247961,sensor,sensor.sonoffht_humi,81.36,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259250,2021-07-08 07:42:34.766409,2021-07-08 07:42:34.766409,2021-07-08 07:42:34.766409,247925.0
247969,sensor,sensor.sonoffht_humi,82.44,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259260,2021-07-08 07:43:14.863493,2021-07-08 07:43:14.863493,2021-07-08 07:43:14.863493,247961.0
247979,sensor,sensor.sonoffht_humi,81.17,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259270,2021-07-08 07:43:44.876836,2021-07-08 07:43:44.876836,2021-07-08 07:43:44.876836,247969.0
247992,sensor,sensor.sonoffht_humi,82.44,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259283,2021-07-08 07:44:15.081676,2021-07-08 07:44:15.081676,2021-07-08 07:44:15.081676,247979.0
248221,switch,switch.br3wallfan,on,"{""friendly_name"": ""Fan"", ""icon"": ""mdi:fan""}",259524,2021-07-08 08:00:52.914781,2021-07-08 08:00:52.914781,2021-07-08 08:00:52.914781,247686.0
248223,switch,switch.airpurifier,on,"{""friendly_name"": ""Air Purifier"", ""icon"": ""mdi:air-purifier""}",259529,2021-07-08 08:00:53.023408,2021-07-08 08:00:53.023408,2021-07-08 08:00:53.023408,247688.0
248287,sensor,sensor.sonoffht_humi,81.36,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259597,2021-07-08 08:06:57.487153,2021-07-08 08:06:57.487153,2021-07-08 08:06:57.487153,247992.0
248288,sensor,sensor.sonoffht_humi,82.64,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259598,2021-07-08 08:07:27.468200,2021-07-08 08:07:27.468200,2021-07-08 08:07:27.468200,248287.0
248300,sensor,sensor.sonoffht_humi,81.26,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259612,2021-07-08 08:08:27.680618,2021-07-08 08:08:27.680618,2021-07-08 08:08:27.680618,248288.0
248317,sensor,sensor.sonoffht_humi,82.54,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259629,2021-07-08 08:08:57.673432,2021-07-08 08:08:57.673432,2021-07-08 08:08:57.673432,248300.0
248318,sensor,sensor.sonoffht_humi,81.52,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259630,2021-07-08 08:09:47.725882,2021-07-08 08:09:47.725882,2021-07-08 08:09:47.725882,248317.0
248374,sensor,sensor.sonoffht_humi,82.6,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259688,2021-07-08 08:13:28.123636,2021-07-08 08:13:28.123636,2021-07-08 08:13:28.123636,248318.0
248385,sensor,sensor.sonoffht_humi,81.23,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259701,2021-07-08 08:14:08.250397,2021-07-08 08:14:08.250397,2021-07-08 08:14:08.250397,248374.0
248387,sensor,sensor.sonoffht_humi,82.5,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259703,2021-07-08 08:14:38.252898,2021-07-08 08:14:38.252898,2021-07-08 08:14:38.252898,248385.0
248401,sensor,sensor.sonoffht_humi,81.33,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259717,2021-07-08 08:15:29.398912,2021-07-08 08:15:29.398912,2021-07-08 08:15:29.398912,248387.0
248412,sensor,sensor.sonoffht_humi,82.6,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259728,2021-07-08 08:15:58.422625,2021-07-08 08:15:58.422625,2021-07-08 08:15:58.422625,248401.0
248420,sensor,sensor.xiaomiht_humi,84.11,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259738,2021-07-08 08:17:18.469612,2021-07-08 08:17:18.469612,2021-07-08 08:17:18.469612,247682.0
248429,sensor,sensor.sonoffht_humi,81.17,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259747,2021-07-08 08:18:08.647975,2021-07-08 08:18:08.647975,2021-07-08 08:18:08.647975,248412.0
248430,sensor,sensor.sonoffht_humi,82.54,"{""unit_of_measurement"": ""%"", ""friendly_name"": ""Humidity"", ""device_class"": ""humidity""}",259748,2021-07-08 08:18:48.715379,2021-07-08 08:18:48.715379,2021-07-08 08:18:48.715379,248429.0
